Product name,Unit Cost,SubCategory ID,Brand,Product ID
BubbleNut Wash Laundry Detergent Liquid ( 5 Litres ),1399,Subcat1,BubbleNut Wash,OFF-TEN-10000025
Figo Delicate Fabric Washing Shampoo-1 ltr Liquid detergent ,499,Subcat1,Figo,OFF-SU-10000618
EcoSwachh 3R - Natural Fabric Wash ,1400,Subcat1,EcoSwachh,OFF-TEN-10001585
SacredEarth Natural Fabric Liquid Wash (750 ml),499,Subcat1,SacredEarth,OFF-PA-10001492
Comfort Morning Fresh Fabric Conditioner 860 ml Bottle,210,Subcat1,Comfort,FUR-FU-10003447
BubbleNut Wash Laundry Detergent Liquid (1.8 Litres),699,Subcat1,BubbleNut Wash,OFF-PA-10001968
Herbal Strategi Natural Fabric Wash Refill –5L ,1600,Subcat1,Herbal Strategi,TEC-CO-10002316
Comfort Perfume Deluxe After Wash Fabric Conditioner Desire 850 ml,220,Subcat1,Comfort,FUR-BO-10003966
Comfort Perfume Deluxe After Wash Fabric Conditioner Royale 850 ml,245,Subcat1,Comfort,OFF-FEL-10001541
Comfort Lily Fresh Fabric Conditioner 860 ml Bottle,210,Subcat1,Comfort,OFF-ST-10002161
Comfort Anti Bacterial Fabric Conditioner 860 ml Bottle,235,Subcat1,Comfort,OFF-AP-10001254
Comfort After Wash Anti Bacterial Fabric Conditioner (Fabric Softener) 220 ml,58,Subcat1,Comfort,OFF-AP-10002317
Softouch 2X French Perfume Fabric Conditioner - 800ml,219,Subcat1,Softouch,FUR-ADV-10002601
"SofTouch 2X French Perfume Fabric Conditioner Refill Pack by Wipro, 2000ml",398,Subcat1,Softouch,OFF-AR-10001529
"Softouch Ocean Breeze Fabric Conditioner by Wipro, 2L",369,Subcat1,Softouch,OFF-SU-10000484
Surf Excel Top Load Matic Liquid Detergent Pouch - 2 L,805,Subcat1,Surf Excel,TEC-AC-10001221
"Surf Excel Matic Front Load Detergent Powder, 2 kg ",215,Subcat1,Surf Excel,OFF-AR-10000980
Rin Advance Big Bar Soap (Pack Of 12 ),433,Subcat2,Rin,OFF-BI-10003012
Amber Deluxe Detergent Soap (4 Pack),200,Subcat2,Amber,OFF-LA-10001292
Rin Advance Big Bar Soap (Pack Of 8),355,Subcat2,Rin,OFF-EN-10004597
Rin Bar ( Pack Of 6),299,Subcat2,Rin,OFF-BI-10001249
Rin (250 g),260,Subcat2,Rin,OFF-BI-10001717
Rin advanced big bar (250 g),60,Subcat2,Rin,OFF-BI-10000719
Surf Excel Bar (250 g),75,Subcat2,Surf Excel,OFF-FEL-10001405
Surf Excel ( Pack Of 6),78,Subcat2,Surf Excel,FUR-BO-10000259
Tide Blue Detergent Bar (Pack of 8),299,Subcat2,Tide,TEC-LOG-10003896
Tide Blue Detergent Bar Soap (200 g),55,Subcat2,Tide,OFF-AP-10002568
"Vim Dish Cleaning GelLemon, 0.75 L",159,Subcat3,Vim,FUR-CH-10000863
"Vim Power Dish Cleaning GelLemon, 2 L",360,Subcat3,Vim,FUR-HAR-10001792
Vim Dishwash Bar3 x 200 g,59,Subcat3,Vim,FUR-CH-10002830
Pril Perfect Dishwash Bar500 g,52,Subcat3,Pril,OFF-FEL-10002867
Vim Anti Smell with Pudina Dishwash Bar800 g,93,Subcat3,Vim,TEC-MA-10002520
Vim Extra Anti Bac with Neem Dishwash Bar4 x 200 g,117,Subcat3,Vim,FUR-CH-10004063
Pril Dishwash Bar3 x 0.4 kg,104,Subcat3,Pril,TEC-SHA-10004874
"Vim Dishwash Anti Bac Liquid Dish Cleaning GelNeem, 2 L",344,Subcat3,Vim,FUR-TA-10001866
"Pril Active Dish Cleaning GelKraft Mint, 0.75 L",154,Subcat3,Pril,OFF-AR-10004151
"Pril Dishwashing Liquid Lime Dish Cleaning GelLime, 3 L",535,Subcat3,Pril,FUR-CH-10001270
"Pril Dish Cleaning GelTamarind, 0.425 L",112,Subcat3,Pril,FUR-HON-10002424
Vim Dishwash Anti Bac Liquid Neem Dishwashing Detergent500 ml,125,Subcat3,Vim,OFF-FEL-10002897
"Vim LIQUID 5 LITRE (NEW EDITION) Dish Cleaning Gel Dish...Lemon, 5 L",930,Subcat3,Vim,TEC-APP-10004912
"Fairy Imported Dishwashing Gel Lemon 750ML Pack of 2 Di...LEMON, 2 x 0.75 L",745,Subcat3,Fairy,OFF-AR-10001418
"Fairy dish wash 750ML Dish Cleaning GelLemon, 2 x 375",765,Subcat3,Fairy,TEC-KON-10002194
"Pril TAMARIND SHINE SPECIALIST INSTA CLEAN ACTIVE POWER...TAMARIND, 750 L",389,Subcat3,Pril,FUR-FU-10002210
"Pril KRAFT Dish Cleaning GelMINT, 750 ml",389,Subcat3,Pril,FUR-CH-10001465
"Pril 425 ml perfect Dish Cleaning Gellemon, 0.425 L",160,Subcat3,Pril,OFF-EN-10004495
"Fairy Dish Washing Liquid - Lemon - Imported (750 ml) D...LEMON, 750 ml",424,Subcat3,Fairy,TEC-AC-10004791
"Pril Dishwash Liquid - Kraft Gel, Active Power Molecule...Kraft Mint, 2 x 225 ml",299,Subcat3,Pril,TEC-PH-10001619
"Fairy ORIGINAL WASHING UP LIQUID Dish Cleaning GelNORMAL, 433",231,Subcat3,Fairy,FUR-SAF-10004530
"Vim Dish Cleaning GelLemon, 1.8 L",440,Subcat3,Vim,OFF-ST-10000875
"Pril Perfect Dish Cleaning GelLime, 0.75 L",160,Subcat3,Pril,OFF-ST-10003692
"Vim LIQUID LEMON POUCH NEW PACK 2 L X 1 Dish Cleaning G...LEMONEY SMELL, 1 L",485,Subcat3,Vim,OFF-STA-10000298
"Vim 1.5 litre power of 100 lemons Dish Cleaning Gellemon, 1.5",499,Subcat3,Vim,OFF-ST-10000988
Lizol Disinfectant Surface Cleaner Refill Pack Citrus1800 ml,350,Subcat4,Lizol,OFF-ST-10001469
Lizol Disinfectant Surface Cleaner Jasmine1 L,205,Subcat4,Lizol,FUR-FU-10001095
Lizol Disinfectant Surface Cleaner Floral2 L,399,Subcat4,Lizol,TEC-STA-10004927
Lizol Disinfectant Surface Cleaner Floral5 L,849,Subcat4,Lizol,OFF-ACC-10004692
Lizol Disinfectant Surface Cleaner Floral500 ml,250,Subcat4,Lizol,TEC-MA-10001825
Lizol Disinfectant Surface Cleaner Lavender500 ml,299,Subcat4,Lizol,OFF-SU-10001770
Lizol Disinfectant Floor & Surface Cleaner Lavendar5 L,770,Subcat4,Lizol,OFF-PA-10000116
Lizol Disinfectant Floor & Surface Cleaner Jasmine1800 ml,350,Subcat4,Lizol,OFF-ELD-10002578
Lizol Disinfectant Surface Cleaner Neem1 L,205,Subcat4,Lizol,OFF-AR-10004884
MR WASH Phenyl floor cleaner 1L Lavender1000 ml,229,Subcat4,MR WASH,OFF-AR-10000505
Lizol Disinfectant Surface Cleaner Pine975 ml,205,Subcat4,Lizol,OFF-ST-10000127
CLOROX Bathroom Cleaner Spray Regular887 ml,999,Subcat4,CLO,OFF-OIC-10002161
WIPRO Max Kleen Disinfectant Surface Cleaner500g Floral500 ml,349,Subcat4,WIPRO,OFF-HON-10001783
WIPRO Max Kleen Disinfectant Surface Cleaner975ml Flora...975 ml,289,Subcat4,WIPRO,FUR-NOV-10004962
Lizol Disinfectant Surface Cleaner Neem500 ml,199,Subcat4,Lizol,OFF-FA-10004395
Lizol Disinfectant Surface Cleaner 2LI (Pack of 03) Cit...3 x 2 L,197,Subcat4,Lizol,OFF-PA-10003036
Lizol Citrus2 x 975 ml,376,Subcat4,Lizol,OFF-HON-10000137
Lizol Disinfectant Surface Cleaner Citrus (5 L) Citrus5 L,849,Subcat4,Lizol,OFF-BI-10004436
Lizol PINK LIZOL5L ROSE5000 ml,849,Subcat4,Lizol,OFF-BI-10000583
MR WASH Shine & Clean Floor Cleaner Disinfectant - Rose...5 L,699,Subcat4,MR WASH,OFF-BI-10003650
Harpic Power Plus Disinfectant Original Liquid Toilet C...3 x 1 L,468,Subcat4,Harpic,OFF-TEN-10003211
Harpic Power Plus Orange Liquid Toilet Cleaner500 ml,84,Subcat4,Harpic,OFF-HOO-10002386
Harpic White & Shine Bleach Liquid Toilet Cleaner500 ml,79,Subcat4,Harpic,TEC-PH-10003655
Harpic Power Plus Rose Liquid Toilet Cleaner500 ml,90,Subcat4,Harpic,TEC-PH-10003963
Flipkart Supermart Disinfectant Lavender Liquid Toilet ...1000 ml,64,Subcat4,FlipKart Supermart,OFF-BI-10003705
Harpic Flushmatic In-Cistern Marine Block Toilet Cleane...150 g,154,Subcat4,Harpic,FUR-BO-10003408
Flipkart Supermart Disinfectant Original Liquid Toilet ...2 x 1 L,132,Subcat4,FlipKart Supermart,OFF-AR-10000399
Domex Fresh Guard Lemon Liquid Toilet Cleaner1 L,125,Subcat4,Domex,TEC-PH-10002871
Flipkart Supermart Disinfectant Orange Liquid Toilet Cl...1 L,64,Subcat4,FlipKart Supermart,OFF-BI-10004651
Harpic Power Plus Original Liquid Toilet Cleaner1 L,165,Subcat4,Harpic,OFF-AP-10002753
Sani Fresh Ultrashine Regular Liquid Toilet Cleaner2 x 0.5 L,149,Subcat4,Sani,TEC-AC-10004379
Flipkart Supermart Cistern Block Toilet Cleaner3 x 50 g,86,Subcat4,FlipKart Supermart,TEC-AC-10002760
Domex Fresh Guard Ocean Liquid Toilet Cleaner1 L,125,Subcat4,Domex,TEC-AC-10003851
Harpic Fresh Citrus Liquid Toilet Cleaner500 ml,89,Subcat4,Harpic,FUR-CH-10004783
Harpic Germ and Stain Disinfectant Citrus Liquid Toilet...750 ml,117,Subcat4,Harpic,OFF-ST-10001374
Harpic Bathroom Cleaner Floral + Power Plus Regular Flo...2 x 0.5 L,172,Subcat4,Harpic,OFF-AR-10001991
Harpic Flushmatic In-Cistern Lavender Block Toilet Clea...2 x 50 g,113,Subcat4,Harpic,FUR-FU-10003283
Harpic Hygienic Lavender Rim Block26 g,68,Subcat4,Harpic,OFF-ST-10004857
Harpic Hygienic Citrus Rim Block26 g,67,Subcat4,Harpic,OFF-LA-10002312
Harpic Germ and Stain Blaster Citrus Liquid Toilet Clea...750 ml,160,Subcat4,Harpic,OFF-ST-10003319
Harpic Flushmatic In-Cistern Marine Block Toilet Cleane...100 g,135,Subcat4,Harpic,OFF-BI-10000188
Harpic Power Plus Rose Liquid Toilet Cleaner3 x 0.5 L,357,Subcat4,Harpic,OFF-ST-10000636
Harpic Power Plus Original Liquid Toilet Cleaner2 x 1 L,349,Subcat4,Harpic,OFF-BI-10004305
Harpic Flushmatic In-Cistern Citrus Block Toilet Cleane...100 g,142,Subcat4,Harpic,OFF-BI-10002222
Harpic Power Plus Orange Liquid Toilet Cleaner2 x 1 L,399,Subcat4,Harpic,OFF-BI-10000042
Domex Disinfectant Regular Liquid Toilet Cleaner1 L,299,Subcat4,Domex,OFF-BI-10000145
Harpic White & Shine Bleach Regular Liquid Toilet Clean...3 x 500 ml,267,Subcat4,Harpic,OFF-LA-10001764
Pee Safe Toilet Seat Sanitizer Spray Mint 50 ml pack of...2 x 50 ml,199,Subcat4,Pee Safe,OFF-EN-10002226
Harpic POWER PLUS 10X MAX CLEAN Original Liquid Toilet ...3 x 0.5 L,296,Subcat4,Harpic,FUR-CH-10003841
Harpic Power Fresh 6 Floral Rim Block35 g,175,Subcat4,Harpic,FUR-BO-10004254
PURELA Home Essentials Disinfectant Original Liquid Toi...5000 ml,379,Subcat4,PURELA,OFF-AP-10002945
Slchem STABLE PURE BLEACHING POWDER 1000 GM Powder Toil...1000 g,174,Subcat4,Slchem,TEC-PH-10002563
Pee Safe Toilet Seat Sanitizer Spray Lavender Lavender ...50 ml,110,Subcat4,Pee Safe,TEC-AC-10000140
Harpic Organic Active 10X Floral Liquid Toilet Cleaner500 ml,89,Subcat4,Harpic ,FUR-BO-10002084
OMGRA 2.502kg BLEACHING POWDER DISINFECTANT BEST QUALIT...2502 g,240,Subcat4,OMGRA,TEC-AC-10002263
Harpic TOILET CLENER 500 ML 1.5 LITR Jasmine Liquid Toi...4 x 125 ml,280,Subcat4,Harpic,TEC-AC-10001082
Harpic Hygienic Citrus Rim Block2 x 26 g,259,Subcat4,Harpic,TEC-PH-10004888
POUR HOME Room Freshener French Fusion 270 Ml Spray,146,Subcat5,Pour Home,OFF-AR-10003336
Odonil Room Freshening Lavender Mist Spray,169,Subcat5,Odonil,TEC-PH-10003770
Godrej Aer Morning Misty Meadows Spray,150,Subcat5,Godrej,OFF-FEL-10001865
POUR HOME Room Freshener Sacred Sandal 270 Ml Spray,147,Subcat5,Pour Home,OFF-EN-10003465
Godrej Aer Petal Crush Pink Spray,154,Subcat5,Godrej,TEC-AC-10003738
"GIFDECO LAVENDER BLOSSOM 10 ML, ROSE GARDEN 3 ML Diffus...",173,Subcat5,Gifdeco ,OFF-AR-10002135
"AuraDecor Rose, LemonGrass, Lavender, Jasmine, Sandalwo...",195,Subcat5,Auradecor,OFF-BI-10002225
FStyler Sandalwood Diffuser Set,459,Subcat5,Fstyler ,OFF-BI-10001765
Godrej Aer Fresh Lush Green Spray,153,Subcat5,Godrej,OFF-ST-10004972
"Godrej Aer Cool Surf Blue, Valley Bloom, lush green Spr...",404,Subcat5,Godrej,OFF-BI-10004924
Godrej Aer Cool Surf Blue Spray,153,Subcat5,Godrej,OFF-ST-10002276
POUR HOME Room Freshener Red Rose 270 Ml Spray,146,Subcat5,Pour Home,TEC-ENE-10002686
"GIFDECO SANDALWOOD 10 ML, ROSE GARDEN 10 ML, LEMON GRAS...",295,Subcat5,Gifdeco,OFF-SME-10002823
LAVITRA Solar Powered Rotating DUAL colour Perfume Car ...,379,Subcat5,Lavitra,OFF-AP-10004859
Godrej Aer Violet Valley Bloom Spray,150,Subcat5,Godrej,FUR-CH-10001204
"Godrej Petal crush pink, Musk after smoke, Violet velly...",695,Subcat5,Godrej,OFF-PA-10004082
"FStyler Lavender Diffuser Set, Aroma Oil",485,Subcat5,Fstyler ,OFF-EN-10002007
Airwick Rose & Saffron Air Freshener Spray,147,Subcat5,Airwick,OFF-WIL-10002233
POUR HOME Room Freshener French Fusion 270 Ml (Pack of ...,277,Subcat5,Pour Home,OFF-KRA-10000492
"Odonil rose, jasmine, lavender, Sandal Spray",279,Subcat5,Odonil,OFF-SAN-10002839
FStyler Lavender Aroma Oil Wooden Diffuser Set,346,Subcat5,Fstyler,OFF-BI-10000179
Odonil Room Freshening Sandal Bouquet Spray,124,Subcat5,Odonil,FUR-FU-10001935
"Colgate Strong Teeth Cavity Protection with Calcium Boo...600 g, Pack of 3",318,Subcat6,Colgate,OFF-PA-10000061
"Dabur Meswak Complete Oral Care Toothpaste400 g, Pack of 2",209,Subcat6,Dabur,OFF-EN-10002849
"Colgate Maxfresh Spicy Fresh Red Gel Toothpaste600 g, Pack of 4",324,Subcat6,Colgate,OFF-BI-10003440
"VICCO Paste 200g pack of 3 Toothpaste600 g, Pack of 3",460,Subcat6,VICCO,OFF-STO-10000683
"Colgate Active Salt Toothpaste600 g, Pack of 2",328,Subcat6,Colgate,OFF-BI-10001072
"Dabur Red Toothpaste450 g, Pack of 3",270,Subcat6,Dabur,OFF-ADV-10004875
Colgate Active Salt Healthy White Toothpaste200 g,110,Subcat6,Colgate,OFF-IBI-10001640
"Colgate Swarna Vedshakti Ayurvedic Toothpaste800 g, Pack of 4",456,Subcat6,Colgate,FUR-TA-10003747
"Colgate Maxfresh Blue Gel Peppermint Ice Toothpaste600 g, Pack of 4",440,Subcat6,Colgate,TEC-PH-10004586
Colgate Visible White Teeth Whitening Toothpaste165,190,Subcat6,Colgate,FUR-TA-10003185
"Colgate MaxFresh , Spicy Fresh Red Gel paste with Menth...600 g",448,Subcat6,Colgate,OFF-AR-10000019
Colgate Visible White O2 Teeth Whitening Toothpaste - A...50 g,250,Subcat6,Colgate,FUR-BO-10004567
"Dabur Red Ayurvedic Gel for Freshness ( Super Saver Pac...600 g, Pack of 2",360,Subcat6,Dabur,OFF-PA-10001170
"Closeup Cool Breeze Toothpaste300 g, Pack of 2",190,Subcat6,Closeup,OFF-AR-10003217
Colgate Swarna Vedshakti Toothpaste - 100gm Toothpaste100,64,Subcat6,Colgate,FUR-ELD-10000857
"Colgate Strong Teeth Cavity Protection with Calcium Boo...1000 g, Pack of 2",532,Subcat6,Colgate,OFF-BI-10003355
"Colgate Visible White Toothpaste400 g, Pack of 4",580,Subcat6,Colgate,OFF-ACC-10001285
"Colgate Sensitive Plus, With Pro Argin Formula for Sens...1",160,Subcat6,Colgate,OFF-BI-10000546
"Dabur Herb'l Clove - Cavity Protection Toothpaste Tooth...200 g, Pack of 3",300,Subcat6,Dabur,TEC-CO-10000129
Colgate Cibaca Anti-Cavity Toothpaste175,63,Subcat6,Colgate,TEC-MA-10000429
"Colgate Total Advance Health Toothpaste120 g, Pack of 4",616,Subcat6,Colgate,FUR-OFF-10002542
"Colgate MaxFresh Toothpaste, Red Gel Paste with Menthol...2, Pack of 2",408,Subcat6,Colgate,FUR-SAF-10002180
"SENSODYNE Fresh Mint Combo for daily sensitivity prot...450, Pack of 3",630,Subcat6,SENSODYNE,FUR-CH-10003440
"Colgate Bamboo Charcoal Clean & mint (pack of 4 ) Tooth...480 g, Pack of 4",572,Subcat6,Colgate,TEC-AC-10001486
"Colgate Herbal Anticavity Toothpaste200 g, Pack of 3",420,Subcat6,Colgate,OFF-ROG-10001399
"Colgate Visible White Sparkling Mint - 200gm Saver Pack...400 g, Pack of 2",500,Subcat6,Colgate,OFF-STA-10004108
"Colgate MaxFresh Anticavity Gel, Peppermint Ice Toothpa...600 g, Pack of 2",364,Subcat6,Colgate,OFF-CUI-10000140
Colgate Strong Teeth Cavity Protection with Calcium Boo...500 g,253,Subcat6,Colgate,OFF-ST-10003414
"Dabur Red Paste Toothpaste1000 g, Pack of 2",508,Subcat6,Dabur,OFF-HOO-10002715
Colgate Swarna Vedshakti (Saver Pack) Toothpaste400 g,206,Subcat6,Colgate,OFF-FA-10001097
"Colgate Strong Teeth Toothpaste Shahid Kapoor Limited E...840, Pack of 6",654,Subcat6,Colgate,OFF-EN-10004173
"Colgate Active Salt, Germ Fighting Toothpaste for Healt...500",282,Subcat6,Colgate,FUR-BO-10003086
"Dabur Dant Rakshak Paste | Contains the goodness of 32 ...700 g, Pack of 4",360,Subcat6,Dabur,OFF-STI-10002716
LISTERINE Mouthwash - Coolmint750 ml,317,Subcat7,LISTERINE,OFF-CAR-10004661
LISTERINE Mouthwash Combo - Fresh Burst750 ml,320,Subcat7,LISTERINE,OFF-ELD-10000151
"Colgate Vedshakti Pulling Oil, (Seasame oil enriched wi...200 ml",175,Subcat7,Colgate,FUR-TEN-10000407
Perfora Alcohol Free Mouthwash - Lemon Mint300 ml,299,Subcat7,Perfora,TEC-AC-10003734
Dabur Red Pulling Oil :Ayurvedic Mouthwash| - Oral Deto...195 ml,220,Subcat7,Dabur,OFF-PA-10002377
LISTERINE Cavity Fighter Mouthwash500 ml,309,Subcat7,LISTERINE,OFF-AP-10001005
LISTERINE Total Care Mild Taste 250ml with 6 in 1 Benef...250 ml,184,Subcat7,LISTERINE,OFF-ACM-10003510
Perfora Vedic Rinse Oil Pulling - Coco Mint300 ml,549,Subcat7,Perfora,FUR-FU-10000629
PEPSODENT Germicheck Mouth Rinse Liquid - Fights 99.9% ...250 ml,140,Subcat7,PEPSODENT,TEC-SAN-10003793
LISTERINE Total Care Mild Taste 500ml with 6 in 1 Benef...500 ml,345,Subcat7,LISTERINE,OFF-BI-10004506
Qelica Hookah Punch Dubai Special Mouth Spray Sugarfree...10 g,125,Subcat7,Qelica,OFF-CAR-10000687
Qelica Hookah Punch Polar Brain Freezer & Double Apple ...20 g,250,Subcat7,Qelica,OFF-IBI-10004074
"Colgate Maxfresh Plax Antibacterial Mouthwash, 24/7 Fre...750 ml",360,Subcat7,Colgate,OFF-PA-10000048
LISTERINE Mouthwash - Freshburst500 ml,262,Subcat7,LISTERINE,OFF-AVE-10004708
Colgate Vedshakti Mouth Protect Spray10 g,97,Subcat7,Colgate,OFF-AVE-10004570
Colgate Plax Mouthwash - Pepper Mint750 ml,372,Subcat7,Colgate,OFF-ADV-10004598
Qelica Instant Mouth Freshener Spray| Mouth Spray For f...40 g,225,Subcat7,Qelica,OFF-AVE-10003504
Qelica Instant Mouth And Breath Freshner Spray For Fres...60 g,350,Subcat7,Qelica,TEC-ENE-10000895
"Colgate Maxfresh Plax Antibacterial Mouthwash, 24/7 Fre...750 ml",360,Subcat7,Colgate,OFF-LA-10000240
"Colgate Maxfresh Plax Antibacterial Mouthwash, 24/7 Fre...750 ml",360,Subcat7,Colgate,OFF-HAR-10001855
"HEXIDRIN Removes 99.0 % Germs, 24/7 Fresh Breath - Cool...450 ml",269,Subcat7,HEXIDRIN,OFF-STA-10002719
Qelica Instant Mouth Freshener Spray| Mouth Spray For f...20 g,140,Subcat7,Qelica,OFF-FA-10000992
"Colgate Maxfresh Plax Antibacterial Mouthwash, 24/7 Fre...250 ml",338,Subcat7,Colgate,OFF-FEL-10000998
LISTERINE Coolmint Mild Taste 500ml - Mild Mint500 ml,271,Subcat7,LISTERINE,OFF-CAR-10002054
Colgate Maxfresh Plax Antibacterial Mouthwash - Freshmi...750 ml,383,Subcat7,Colgate,OFF-ST-10003295
"Colgate Maxfresh Plax Antibacterial Mouthwash, 24/7 Fre...1000 ml",456,Subcat7,Colgate,TEC-MA-10004669
Qelica Mouth Freshner Multi Flavour Combo Paan Chuski &...20 g,190,Subcat7,Qelica,OFF-ST-10004837
Perfora Probiotic Mouthwash - Lemon Mint600 ml,499,Subcat7,Perfora,TEC-PH-10002042
LISTERINE Coolmint 500ml (Pack of 2) - Mint1000 ml,524,Subcat7,LISTERINE,OFF-PA-10004294
"Colgate Maxfresh Plax Antibacterial Mouthwash, 24/7 Fre...250 ml",360,Subcat7,Colgate,FUR-CH-10000974
Qelica Instant Mouth And Breath Freshner Spray For Fres...20 g,195,Subcat7,Qelica,OFF-ST-10002263
Qelica Silver Elaichi Mouth Freshener For Men And Women...30 g,218,Subcat7,Qelica,TEC-AC-10002842
HEXIDRIN MOUTH WASH 150ML(Pack of 2) - COOL MINT300 ml,229,Subcat7,HEXIDRIN,TEC-APP-10002321
LISTERINE Cool Mint Mild Taste - 500 ml (Pack of 2) - M...1000 ml,542,Subcat7,LISTERINE,FUR-BO-10004082
LISTERINE Mild Taste Mouthwash - Cool Mint500 ml,285,Subcat7,LISTERINE,FUR-CH-10004095
Colgate Maxfresh Plax Antibacterial Mouthwash - Pepperm...750 ml,383,Subcat7,Colgate,FUR-FU-10001098
Qelica Instant Mouth And Breath Freshner Spray For Fres...30 g,220,Subcat7,Qelica,OFF-AP-10001049
Qelica Mouth Freshner Multi Flavour Combo Paan Chuski &...20 g,190,Subcat7,Qelica,OFF-ST-10003056
HEXIDRIN MOUTH WASH 150ML(Pack of 10) - COOL MINT150 ml,998,Subcat7,HEXIDRIN,OFF-PA-10004100
Perfora Probiotic Mouthwash - Thyme Mint600 ml,499,Subcat7,Perfora,OFF-BI-10002894
LOTUS HERBALS WhiteGlow Skin Whitening And Brightening ...60 g,269,Subcat8,LOTUS HERBALS,OFF-SU-10002962
MamaEarth Vitamin C Daily Glow Face Cream With Vitamin ...150 g,399,Subcat8,MamaEarth,OFF-SU-10001308
"MamaEarth Skin Illuminate Face Cream, for skin brighten...80 g",224,Subcat8,MamaEarth,OFF-BI-10004028
THE MAN COMPANY Skin Brightening Cream Multani Mitti Co...50 g,545,Subcat8,THE MAN COMPANY,OFF-AR-10000659
POND's Bright Beauty Serum Cream SPF 15 PA Fairness Cre...50 g,220,Subcat8,POND's,OFF-ROG-10000332
BIOTIQUE Coconut Brightening Instant Glow Cream50 g,129,Subcat8,BOTIQUE Coconut,OFF-BI-10004716
FAIR AND HANDSOME Long Lasting Radiance 2X Spot Reducti...180 g,324,Subcat8,FAIR AND HANDSOME,OFF-AR-10004042
POND's Bright Beauty Serum Cream Anti-Spot Fairness SPF...35 g,140,Subcat8,POND's,OFF-AR-10000493
Glow & Lovely Advanced Multi Vitamin110 g,198,Subcat8,Glow & Lovely,OFF-LA-10004709
LOTUS Skin Whitening & Brightening Gel Creme60 g,373,Subcat8,LOTUS,OFF-HON-10001132
NIVEA Dark Spot Reduction Creme75 ml,155,Subcat8,NIVEA,OFF-BI-10002949
THE MAN COMPANY De-tan Radiance Cream with Multani Mitt...50 g,272,Subcat8,THE MAN COMPANY,TEC-SAN-10003238
FAIR AND HANDSOME Long Lasting Radiance 2X Spot Reducti...60 g,134,Subcat8,FAIR AND HANDSOME,TEC-CO-10001177
Lotus Professional PROFESSIONAL PHYTO-Rx Whitening & Br...50 g,432,Subcat8,Lotus,OFF-IBI-10000959
"NIVEA Men Creme, Dark Spot Reduction, Non Greasy Moistu...150 ml",357,Subcat8,NIVEA,OFF-ELD-10000967
VLCC Snigdha Skin Whitening Night Cream50 g,256,Subcat8,VLCC,OFF-CUI-10004536
LOTUS HERBALS WhiteGlow Advanced Pink Glow Crème50 g,399,Subcat8,LOTUS HERBALS,OFF-EN-10003898
"MamaEarth ""Anti-Pollution Daily Face Cream80 g",314,Subcat8,MamaEarth,OFF-FA-10003034
LOTUS HERBALS White Glow Skin Whitening And Brightening...60 g,355,Subcat8,LOTUS HERBALS,OFF-IBI-10001951
Vaseline Intensive Care Cocoa Glow Body Lotion400 ml,239,Subcat9,Vaseline,OFF-IBI-10002486
Joy Honey & Almonds Advanced Nourishing Body Lotion 500...500 ml,212,Subcat9,Joy ,OFF-FA-10000254
"NIVEA Body Lotion for Very Dry Skin, Nourishing Body Mi...400 ml",338,Subcat9,NIVEA,TEC-PH-10001795
Vaseline Intensive Care Deep Restore Lotion400 ml,330,Subcat9,Vaseline,TEC-AC-10002914
Joy Intense Moisture Dryness Repair Body Lotion400 ml,189,Subcat9,Joy,TEC-CO-10000013
"Parachute Advansed Body Lotion Soft Touch,With Honey,Si...250 ml",149,Subcat9,Parachute,TEC-ENE-10000154
"Phillauri Body Lotion for Very Dry Skin, Nourishing Bod...100 g",188,Subcat9,Phillauri,OFF-ST-10004576
Vaseline Intensive Care Deep Moisture Body Lotion with ...600 ml,324,Subcat9,Vaseline,TEC-CAN-10003392
"Parachute All Day Aloe with Coconut Milk & Aloe Vera, 1...400 ml",172,Subcat9,Parachute,OFF-ST-10000624
Lakmé Peach Milk SPF 24 PA++ Moisturiser120 ml,210,Subcat9,Lakme,TEC-PH-10004434
HIMALAYA Nourishing Body Lotion for Normal Skin400 ml,216,Subcat9,Himalaya,OFF-ST-10001128
NIVEA Body Milk Nourishing Body Lotion 400ml & 120 ml -...520 ml,370,Subcat9,NIVEA,FUR-BO-10001781
"Parachute Advansed Body Lotion Deep Nourish,With Pure C...250 ml",134,Subcat9,Parachute,OFF-BI-10001032
POND's Triple Vitamin Moisturising Body Lotion600 ml,439,Subcat9,POND's,FUR-BO-10000022
Vaseline Non Greasy Intensive Care Deep Moisture Body L...400 ml,345,Subcat9,Vaseline,OFF-ST-10002159
Lakmé Peach Milk Moisturiser Body Lotion200 ml,254,Subcat9,Lakmé,OFF-SU-10002388
Vaseline Sun + Pollution Protection SPF 30 Body Lotion400 ml,299,Subcat9,Vaseline,OFF-ST-10003964
Mexmy Body Lotion for Very Dry Skin Nourishing Body Mil...200 ml,329,Subcat9,Mexmy,TEC-CO-10000043
HERBCIENCE Nourishing Pro-V Body Lotion - Certified 100...250 ml,446,Subcat9,Herbcience,TEC-STA-10000546
NIVEA Body Milk with Almond Oil for Very Dry Skin600 ml,411,Subcat9,NIVEA,TEC-CO-10003124
"Parachute Advansed Deep Nourish Body Lotion,With Pure C...650 ml",308,Subcat9,Parachute,OFF-AP-10002882
"NIVEA Body Lotion for Very Dry Skin, Nourishing Body Mi...200 ml",223,Subcat9,NIVEA,OFF-AP-10002518
